                    QOI  subset    p    s    b       beta0         beta1    gamma1     objective  p-value
238      Tavg_z0.001_t1       0  2.0  0.0   36  300.001164 -1.919692e-01  1.907520  1.668124e-06      NaN
239      Tavg_z0.001_t1       0  2.0  0.0   37  300.001164 -5.564790e-03  1.265251  2.588578e-06      NaN
240      Tavg_z0.001_t1       0  2.0  0.0   38  300.001171 -4.307245e-05  0.250000  3.018960e-06      NaN
241      Tavg_z0.001_t1       0  2.0  0.0   39  300.001165 -2.206955e-03  1.091512  9.519979e-07      NaN
242      Tavg_z0.001_t1       0  2.0  0.0   40  300.001168 -2.909132e-05  0.250000  3.005775e-06      NaN
243      Tavg_z0.001_t1       0  2.0  0.0   41  300.001170 -4.520502e-05  0.250000  2.542532e-06      NaN
244      Tavg_z0.001_t1       0  2.0  0.0   42  300.001169 -9.601336e-05  0.394965  1.888783e-06      NaN
245      Tavg_z0.001_t1       0  2.0  0.0   43  300.001164 -2.471996e-04  0.669586  2.359560e-06      NaN
246      Tavg_z0.001_t1       0  2.0  0.0   44  300.001165 -1.793767e-04  0.654175  2.134831e-06      NaN
247      Tavg_z0.001_t1       0  2.0  0.0   45  300.001166 -5.560905e-05  0.406337  2.024953e-06      NaN
248      Tavg_z0.001_t1       0  2.0  0.0   46  300.001171 -4.657970e-05  0.250000  2.145662e-06      NaN
249      Tavg_z0.001_t1       0  2.0  0.0   47  300.001162 -8.439062e-02  2.000000  1.487633e-06      NaN
250      Tavg_z0.001_t1       0  2.0  0.0   48  300.001172 -7.360527e-05  0.319824  9.228011e-07      NaN
251      Tavg_z0.001_t1       0  2.0  0.0   49  300.001165 -4.187906e-03  1.146490  1.368490e-06      NaN
252      Tavg_z0.001_t1       0  2.0  0.0   50  300.001170 -3.434610e-05  0.250000  1.218997e-06      NaN
253      Tavg_z0.001_t1       0  2.0  0.0   51  300.001172 -4.836145e-05  0.250000  2.440156e-06      NaN
254      Tavg_z0.001_t1       0  2.0  0.0   52  300.001170 -3.899253e-05  0.250000  1.250045e-06      NaN
255      Tavg_z0.001_t1       0  2.0  0.0   53  300.001170 -3.865318e-05  0.250000  1.191220e-06      NaN
256      Tavg_z0.001_t1       0  2.0  0.0   54  300.001170 -4.385900e-05  0.250000  1.781394e-06      NaN
257      Tavg_z0.001_t1       0  2.0  0.0   55  300.001171 -5.554340e-05  0.302441  1.136162e-06      NaN
258      Tavg_z0.001_t1       0  2.0  0.0   56  300.001170 -4.385463e-05  0.250000  1.704544e-06      NaN
259      Tavg_z0.001_t1       0  2.0  0.0   57  300.001165 -2.050038e-02  1.451807  9.968626e-07      NaN
260      Tavg_z0.001_t1       0  2.0  0.0   58  300.001164 -3.124622e-03  1.239231  1.925655e-06      NaN
261      Tavg_z0.001_t1       0  2.0  0.0   59  300.001174 -6.090515e-05  0.250000  2.851398e-06      NaN
262      Tavg_z0.001_t1       0  2.0  0.0   60  300.001172 -5.366928e-05  0.250000  2.054606e-06      NaN
263      Tavg_z0.001_t1       0  2.0  0.0   61  300.001170 -7.413611e-05  0.356510  9.049191e-07      NaN
264      Tavg_z0.001_t1       0  2.0  0.0   62  300.001176 -6.616334e-05  0.250000  6.950162e-07      NaN
265      Tavg_z0.001_t1       0  2.0  0.0   63  300.001164 -3.030003e-01  2.000000  2.396404e-06      NaN
266      Tavg_z0.001_t1       0  2.0  0.0   64  300.001166 -3.071668e-04  0.689239  8.129829e-07      NaN
267      Tavg_z0.001_t1       0  2.0  0.0   65  300.001173 -5.904599e-05  0.250000  2.411621e-06      NaN
268      Tavg_z0.001_t1       0  2.0  0.0   66  300.001162 -1.470276e-03  1.180745  2.285211e-06      NaN
269      Tavg_z0.001_t1       0  2.0  0.0   67  300.001171 -4.177260e-05  0.250000  2.249977e-06      NaN
270      Tavg_z0.001_t1       0  2.0  0.0   68  300.001174 -5.649541e-05  0.250000  1.265751e-06      NaN
271      Tavg_z0.001_t1       0  2.0  0.0   69  300.001175 -6.669703e-05  0.250000  2.661468e-06      NaN
272      Tavg_z0.001_t1       0  2.0  0.0   70  300.001172 -5.541369e-05  0.250000  1.987213e-06      NaN
273      Tavg_z0.001_t1       0  2.0  0.0   71  300.001168 -8.748177e-04  0.800456  1.134045e-06      NaN
274      Tavg_z0.001_t1       0  2.0  0.0   72  300.001170 -4.505991e-05  0.250000  1.682115e-06      NaN
275      Tavg_z0.001_t1       0  2.0  0.0   73  300.001172 -4.748421e-05  0.250000  1.206632e-06      NaN
276      Tavg_z0.001_t1       0  2.0  0.0   74  300.001169 -3.957723e-05  0.250000  2.277770e-06      NaN
277      Tavg_z0.001_t1       0  2.0  0.0   75  300.001166 -5.735993e-04  0.845459  8.711854e-07      NaN
278      Tavg_z0.001_t1       0  2.0  0.0   76  300.001169 -3.131206e-05  0.250000  2.287840e-06      NaN
279      Tavg_z0.001_t1       0  2.0  0.0   77  300.001168 -2.809692e-05  0.250000  1.815439e-06      NaN
280      Tavg_z0.001_t1       0  2.0  0.0   78  300.001174 -5.505279e-05  0.250000  7.418531e-07      NaN
281      Tavg_z0.001_t1       0  2.0  0.0   79  300.001168 -3.710132e-05  0.250000  3.259203e-06      NaN
282      Tavg_z0.001_t1       0  2.0  0.0   80  300.001170 -4.591549e-05  0.250000  2.589662e-06      NaN
283      Tavg_z0.001_t1       0  2.0  0.0   81  300.001171 -5.048955e-05  0.250000  1.831706e-06      NaN
284      Tavg_z0.001_t1       0  2.0  0.0   82  300.001164 -1.520301e-01  2.000000  1.783939e-06      NaN
285      Tavg_z0.001_t1       0  2.0  0.0   83  300.001167 -2.571774e-05  0.250000  1.894337e-06      NaN
286      Tavg_z0.001_t1       0  2.0  0.0   84  300.001170 -3.902163e-05  0.250000  2.047927e-06      NaN
287      Tavg_z0.001_t1       0  2.0  0.0   85  300.001173 -5.167162e-05  0.250000  9.679997e-07      NaN
288      Tavg_z0.001_t1       0  2.0  0.0   86  300.001162 -2.347119e-01  2.000000  3.446273e-06      NaN
289      Tavg_z0.001_t1       0  2.0  0.0   87  300.001169 -1.117987e-04  0.433681  1.838462e-06      NaN
290      Tavg_z0.001_t1       0  2.0  0.0   88  300.001172 -4.868875e-05  0.250000  1.077166e-06      NaN
291      Tavg_z0.001_t1       0  2.0  0.0   89  300.001171 -4.766550e-05  0.250000  2.564880e-06      NaN
292      Tavg_z0.001_t1       0  2.0  0.0   90  300.001171 -4.316273e-05  0.250000  1.183988e-06      NaN
293      Tavg_z0.001_t1       0  2.0  0.0   91  300.001171 -4.975810e-05  0.250000  1.718862e-06      NaN
294      Tavg_z0.001_t1       0  2.0  0.0   92  300.001163 -2.721618e-01  2.000000  1.398561e-06      NaN
295      Tavg_z0.001_t1       0  2.0  0.0   93  300.001172 -4.560398e-05  0.250000  1.152882e-06      NaN
296      Tavg_z0.001_t1       0  2.0  0.0   94  300.001163 -1.760406e-02  1.573115  1.831514e-06      NaN
297      Tavg_z0.001_t1       0  2.0  0.0   95  300.001173 -5.898724e-05  0.250000  1.752841e-06      NaN
298      Tavg_z0.001_t1       0  2.0  0.0   96  300.001165 -1.671716e-05  0.250000  2.560344e-06      NaN
299      Tavg_z0.001_t1       0  2.0  0.0   97  300.001163 -2.656400e-01  2.000000  1.478317e-06      NaN
300      Tavg_z0.001_t1       0  2.0  0.0   98  300.001165 -1.193887e-03  0.915690  2.092703e-06      NaN
301      Tavg_z0.001_t1       0  2.0  0.0   99  300.001163 -8.264298e-04  0.962789  1.523646e-06      NaN
302      Tavg_z0.001_t1       0  2.0  0.0  100  300.001174 -6.394198e-05  0.250781  2.161725e-06      NaN
303      Tavg_z0.001_t1       0  2.0  1.0    0  300.001165 -3.380414e-03  1.146132  4.562030e-07      NaN
304      Tavg_z0.001_t1       0  2.0  1.0    1  300.001165 -5.058193e-03  1.224192  2.049636e-07      NaN
305      Tavg_z0.001_t1       0  2.0  1.0    2  300.001165 -6.313612e-03  1.276709  6.100428e-08      NaN
306      Tavg_z0.001_t1       0  2.0  1.0    3  300.001164 -2.503086e-01  2.000000  6.229381e-07      NaN
307      Tavg_z0.001_t1       0  2.0  1.0    4  300.001172 -4.974956e-05  0.250000  4.844717e-07      NaN
308      Tavg_z0.001_t1       0  2.0  1.0    5  300.001165 -2.806235e-03  1.134972  5.154817e-07      NaN
309      Tavg_z0.001_t1       0  2.0  1.0    6  300.001165 -2.796122e-01  2.000000  1.582912e-06      NaN
310      Tavg_z0.001_t1       0  2.0  1.0    7  300.001166 -1.451622e-04  0.527778  9.893518e-07      NaN
311      Tavg_z0.001_t1       0  2.0  1.0    8  300.001171 -5.750218e-05  0.250000  1.822602e-06      NaN
312      Tavg_z0.001_t1       0  2.0  1.0    9  300.001165 -2.597211e-01  2.000000  1.506038e-06      NaN
313      Tavg_z0.001_t1       0  2.0  1.0   10  300.001166 -5.743994e-05  0.475347  2.518907e-07      NaN
314      Tavg_z0.001_t1       0  2.0  1.0   11  300.001167 -2.568181e-05  0.250000  2.645635e-06      NaN
315      Tavg_z0.001_t1       0  2.0  1.0   12  300.001186 -1.243851e-04  0.250000  1.453845e-06      NaN
316      Tavg_z0.001_t1       0  2.0  1.0   13  300.001165 -2.176601e-01  2.000000  1.617206e-06      NaN
317      Tavg_z0.001_t1       0  2.0  1.0   14  300.001165 -4.456793e-03  1.166542  2.775143e-07      NaN
318      Tavg_z0.001_t1       0  2.0  1.0   15  300.001152  6.896973e-05  0.250000  2.405607e-06      NaN
319      Tavg_z0.001_t1       0  2.0  1.0   16  300.001165 -7.214960e-03  1.204975  4.019738e-07      NaN
320      Tavg_z0.001_t1       0  2.0  1.0   17  300.001166 -1.847659e-04  0.638951  1.050182e-07      NaN
321      Tavg_z0.001_t1       0  2.0  1.0   18  300.001170 -4.959322e-05  0.250000  1.856314e-06      NaN
322      Tavg_z0.001_t1       0  2.0  1.0   19  300.001151  7.257839e-05  0.250000  2.311205e-06      NaN
323      Tavg_z0.001_t1       0  2.0  1.0   20  300.001165 -6.312983e-04  0.883219  2.608342e-07      NaN
324      Tavg_z0.001_t1       0  2.0  1.0   21  300.001171 -4.370735e-05  0.250000  2.631710e-06      NaN
325      Tavg_z0.001_t1       0  2.0  1.0   22  300.001184 -1.237281e-04  0.250000  2.100223e-06      NaN
326      Tavg_z0.001_t1       0  2.0  1.0   23  300.001172 -5.563546e-05  0.250000  1.340016e-06      NaN
327      Tavg_z0.001_t1       0  2.0  1.0   24  300.001186 -1.371120e-04  0.250000  2.372113e-06      NaN
328      Tavg_z0.001_t1       0  2.0  1.0   25  300.001167 -2.895362e-03  1.040474  2.367440e-06      NaN
329      Tavg_z0.001_t1       0  2.0  1.0   26  300.001169 -1.865283e-04  0.483073  6.870170e-07      NaN
330      Tavg_z0.001_t1       0  2.0  1.0   27  300.001171 -7.420230e-05  0.330762  3.429905e-06      NaN
331      Tavg_z0.001_t1       0  2.0  1.0   28  300.001165 -1.012076e-02  1.318186  4.093543e-07      NaN
332      Tavg_z0.001_t1       0  2.0  1.0   29  300.001173 -7.137695e-05  0.250000  1.906669e-06      NaN
333      Tavg_z0.001_t1       0  2.0  1.0   30  300.001171 -5.484634e-05  0.250000  1.825570e-06      NaN
334      Tavg_z0.001_t1       0  2.0  1.0   31  300.001164 -4.196566e-03  1.252539  2.776929e-07      NaN
335      Tavg_z0.001_t1       0  2.0  1.0   32  300.001166 -1.134387e-03  0.861003  7.863666e-07      NaN
336      Tavg_z0.001_t1       0  2.0  1.0   33  300.001165 -3.797094e-03  1.145356  2.202074e-06      NaN
337      Tavg_z0.001_t1       0  2.0  1.0   34  300.001163 -1.177627e-01  1.852810  3.579885e-06      NaN
338      Tavg_z0.001_t1       0  2.0  1.0   35  300.001164 -4.460252e-03  1.146908  2.528620e-06      NaN
339      Tavg_z0.001_t1       0  2.0  1.0   36  300.001165 -8.926808e-04  0.915365  1.216464e-07      NaN
340      Tavg_z0.001_t1       0  2.0  1.0   37  300.001178 -8.349116e-05  0.250000  4.711003e-06      NaN
341      Tavg_z0.001_t1       0  2.0  1.0   38  300.001163 -2.244360e-01  2.000000  3.056643e-06      NaN
342      Tavg_z0.001_t1       0  2.0  1.0   39  300.001164 -2.327161e-01  2.000000  6.042126e-07      NaN
343      Tavg_z0.001_t1       0  2.0  1.0   40  300.001168 -4.205323e-05  0.250000  2.645865e-06      NaN
344      Tavg_z0.001_t1       0  2.0  1.0   41  300.001164 -1.935405e-02  1.479614  4.475675e-07      NaN
345      Tavg_z0.001_t1       0  2.0  1.0   42  300.001171 -4.772404e-05  0.250000  1.437724e-06      NaN
346      Tavg_z0.001_t1       0  2.0  1.0   43  300.001181 -1.100107e-04  0.250000  4.433210e-06      NaN
347      Tavg_z0.001_t1       0  2.0  1.0   44  300.001150  8.657618e-05  0.250000  2.922063e-06      NaN
348      Tavg_z0.001_t1       0  2.0  1.0   45  300.001170 -3.796664e-05  0.250000  9.099869e-07      NaN
349      Tavg_z0.001_t1       0  2.0  1.0   46  300.001172 -5.932748e-05  0.250000  2.059145e-06      NaN
350      Tavg_z0.001_t1       0  2.0  1.0   47  300.001165 -2.990717e-01  2.000000  1.460306e-06      NaN
351      Tavg_z0.001_t1       0  2.0  1.0   48  300.001165 -5.413379e-03  1.259402  1.948472e-07      NaN
352      Tavg_z0.001_t1       0  2.0  1.0   49  300.001171 -4.942955e-05  0.250000  1.584928e-06      NaN
353      Tavg_z0.001_t1       0  2.0  1.0   50  300.001162  2.028631e-05  0.250000  1.321485e-06      NaN
354      Tavg_z0.001_t1       0  2.0  1.0   51  300.001166 -3.621644e-02  1.578149  9.912800e-07      NaN
355      Tavg_z0.001_t1       0  2.0  1.0   52  300.001181 -9.822708e-05  0.250000  2.478890e-06      NaN
356      Tavg_z0.001_t1       0  2.0  1.0   53  300.001169 -4.229653e-05  0.250000  2.633448e-06      NaN
357      Tavg_z0.001_t1       0  2.0  1.0   54  300.001165 -2.356683e-01  2.000000  1.327930e-06      NaN
358      Tavg_z0.001_t1       0  2.0  1.0   55  300.001155  4.174025e-05  0.250000  2.693699e-06      NaN
359      Tavg_z0.001_t1       0  2.0  1.0   56  300.001171 -4.162284e-05  0.250000  6.527133e-07      NaN
360      Tavg_z0.001_t1       0  2.0  1.0   57  300.001165 -1.649049e-02  1.431885  6.000405e-07      NaN
361      Tavg_z0.001_t1       0  2.0  1.0   58  300.001166 -2.213578e-04  0.657669  1.875272e-07      NaN
362      Tavg_z0.001_t1       0  2.0  1.0   59  300.001152  6.944051e-05  0.250000  2.519806e-06      NaN
363      Tavg_z0.001_t1       0  2.0  1.0   60  300.001157  3.668400e-05  0.250000  4.797059e-06      NaN
364      Tavg_z0.001_t1       0  2.0  1.0   61  300.001151  7.267849e-05  0.250000  2.350709e-06      NaN
365      Tavg_z0.001_t1       0  2.0  1.0   62  300.001165 -2.248613e-01  1.908594  1.292969e-06      NaN
366      Tavg_z0.001_t1       0  2.0  1.0   63  300.001165 -2.446558e-01  1.926074  1.859116e-06      NaN
367      Tavg_z0.001_t1       0  2.0  1.0   64  300.001150  8.125864e-05  0.250000  2.455362e-06      NaN
368      Tavg_z0.001_t1       0  2.0  1.0   65  300.001172 -5.204083e-05  0.250000  9.075624e-07      NaN
369      Tavg_z0.001_t1       0  2.0  1.0   66  300.001171 -5.023385e-05  0.250000  1.919503e-06      NaN
370      Tavg_z0.001_t1       0  2.0  1.0   67  300.001165 -1.320698e-01  1.771172  1.343945e-06      NaN
371      Tavg_z0.001_t1       0  2.0  1.0   68  300.001183 -1.218418e-04  0.250000  4.407700e-06      NaN
372      Tavg_z0.001_t1       0  2.0  1.0   69  300.001163 -1.224088e-01  2.000000  2.678304e-06      NaN
373      Tavg_z0.001_t1       0  2.0  1.0   70  300.001170 -4.085881e-05  0.250000  1.549577e-06      NaN
374      Tavg_z0.001_t1       0  2.0  1.0   71  300.001164 -1.832297e-01  2.000000  9.393721e-07      NaN
375      Tavg_z0.001_t1       0  2.0  1.0   72  300.001165 -7.706168e-03  1.313531  1.899808e-07      NaN
376      Tavg_z0.001_t1       0  2.0  1.0   73  300.001165 -9.472652e-05  0.565017  1.538812e-07      NaN
377      Tavg_z0.001_t1       0  2.0  1.0   74  300.001165 -6.018855e-04  0.788249  7.337204e-07      NaN
378      Tavg_z0.001_t1       0  2.0  1.0   75  300.001165 -1.090991e-02  1.312636  3.237631e-07      NaN
379      Tavg_z0.001_t1       0  2.0  1.0   76  300.001149  1.053629e-04  0.250000  4.615268e-06      NaN
380      Tavg_z0.001_t1       0  2.0  1.0   77  300.001182 -1.141853e-04  0.250000  4.410029e-06      NaN
381      Tavg_z0.001_t1       0  2.0  1.0   78  300.001187 -1.393856e-04  0.250000  1.568081e-06      NaN
382      Tavg_z0.001_t1       0  2.0  1.0   79  300.001166 -2.577600e-02  1.436796  2.499318e-06      NaN
383      Tavg_z0.001_t1       0  2.0  1.0   80  300.001166 -2.757238e-03  0.997416  1.221410e-06      NaN
384      Tavg_z0.001_t1       0  2.0  1.0   81  300.001165 -3.998639e-03  1.182715  1.398547e-07      NaN
385      Tavg_z0.001_t1       0  2.0  1.0   82  300.001165 -1.933919e-03  1.038869  6.021047e-07      NaN
386      Tavg_z0.001_t1       0  2.0  1.0   83  300.001172 -5.002108e-05  0.250000  5.207796e-07      NaN
387      Tavg_z0.001_t1       0  2.0  1.0   84  300.001185 -1.251388e-04  0.250000  1.927423e-06      NaN
388      Tavg_z0.001_t1       0  2.0  1.0   85  300.001167 -6.078222e-02  1.610403  2.796667e-06      NaN
389      Tavg_z0.001_t1       0  2.0  1.0   86  300.001165 -8.246896e-02  1.745958  3.192109e-07      NaN
390      Tavg_z0.001_t1       0  2.0  1.0   87  300.001165 -9.165534e-03  1.223058  1.003886e-06      NaN
391      Tavg_z0.001_t1       0  2.0  1.0   88  300.001166 -3.861217e-01  2.000000  1.883086e-06      NaN
392      Tavg_z0.001_t1       0  2.0  1.0   89  300.001165 -9.607733e-02  1.782810  2.933597e-07      NaN
393      Tavg_z0.001_t1       0  2.0  1.0   90  300.001165 -1.735310e-03  0.974080  4.966018e-07      NaN
394      Tavg_z0.001_t1       0  2.0  1.0   91  300.001184 -1.235428e-04  0.250000  2.009225e-06      NaN
395      Tavg_z0.001_t1       0  2.0  1.0   92  300.001171 -4.773003e-05  0.250000  1.859038e-06      NaN
396      Tavg_z0.001_t1       0  2.0  1.0   93  300.001151  7.237396e-05  0.250000  2.417567e-06      NaN
397      Tavg_z0.001_t1       0  2.0  1.0   94  300.001151  7.199796e-05  0.250000  2.408807e-06      NaN
398      Tavg_z0.001_t1       0  2.0  1.0   95  300.001165 -1.794757e-04  0.667963  2.835810e-07      NaN
399      Tavg_z0.001_t1       0  2.0  1.0   96  300.001165 -2.202109e-03  1.072040  9.632908e-08      NaN
400      Tavg_z0.001_t1       0  2.0  1.0   97  300.001166 -5.444378e-02  1.607571  2.487694e-06      NaN
401      Tavg_z0.001_t1       0  2.0  1.0   98  300.001168 -3.011478e-04  0.595527  6.520645e-07      NaN
402      Tavg_z0.001_t1       0  2.0  1.0   99  300.001165 -2.255006e-03  1.112740  4.095472e-07      NaN
403      Tavg_z0.001_t1       0  2.0  1.0  100  300.001180 -9.120007e-05  0.250000  2.431334e-06      NaN
404      Tavg_z0.001_t1       0  inf  0.0    0  300.001168 -4.151459e-05  0.250000  4.018459e-06      NaN
405      Tavg_z0.001_t1       0  inf  0.0    1  300.001165 -2.464798e-05  0.250000  3.854370e-06      NaN
406      Tavg_z0.001_t1       0  inf  0.0    2  300.001168 -4.151459e-05  0.250000  4.018462e-06      NaN
407      Tavg_z0.001_t1       0  inf  0.0    3  300.001171 -4.151459e-05  0.250000  1.785218e-06      NaN
408      Tavg_z0.001_t1       0  inf  0.0    4  300.001166 -3.383487e-05  0.250000  3.181449e-06      NaN
409      Tavg_z0.001_t1       0  inf  0.0    5  300.001172 -5.944194e-05  0.250000  3.712439e-06      NaN
410      Tavg_z0.001_t1       0  inf  0.0    6  300.001168 -4.151461e-05  0.250000  4.018460e-06      NaN
411      Tavg_z0.001_t1       0  inf  0.0    7  300.001164 -2.195041e-05  0.250000  3.811644e-06      NaN
412      Tavg_z0.001_t1       0  inf  0.0    8  300.001169 -3.214655e-05  0.250000  1.118789e-06      NaN
413      Tavg_z0.001_t1       0  inf  0.0    9  300.001162  7.714226e-06  0.250000  3.759870e-06      NaN
414      Tavg_z0.001_t1       0  inf  0.0   10  300.001168 -4.151458e-05  0.250000  4.018459e-06      NaN
415      Tavg_z0.001_t1       0  inf  0.0   11  300.001163 -1.345241e-04  0.610251  3.948412e-06      NaN
416      Tavg_z0.001_t1       0  inf  0.0   12  300.001168 -4.151459e-05  0.250000  4.018459e-06      NaN
417      Tavg_z0.001_t1       0  inf  0.0   13  300.001165 -2.526923e-02  1.548688  2.595012e-06      NaN
418      Tavg_z0.001_t1       0  inf  0.0   14  300.001171 -4.698010e-05  0.250000  1.052096e-06      NaN
419      Tavg_z0.001_t1       0  inf  0.0   15  300.001168 -4.151459e-05  0.250000  4.018459e-06      NaN
420      Tavg_z0.001_t1       0  inf  0.0   16  300.001163 -2.147591e-03  1.051615  3.874917e-06      NaN
421      Tavg_z0.001_t1       0  inf  0.0   17  300.001175 -6.966407e-05  0.250000  3.744603e-06      NaN
422      Tavg_z0.001_t1       0  inf  0.0   18  300.001162 -1.072987e-05  0.250000  3.193469e-06      NaN
423      Tavg_z0.001_t1       0  inf  0.0   19  300.001168 -3.421667e-05  0.250000  1.155166e-06      NaN
